체장(mm),체중(g),개별 사료 급이량(g),7일 후 체장(mm),7일 후 체중(g)
345.0,412.0,22.857142857142858,346.6666666666667,414.6666666666667
345.23809523809524,412.3809523809524,22.857142857142858,346.9047619047619,415.04761904761904
345.4761904761905,412.76190476190476,22.857142857142858,347.14285714285717,415.42857142857144
345.7142857142857,413.14285714285717,22.857142857142858,347.3809523809524,415.8095238095238
345.95238095238096,413.5238095238095,22.857142857142858,347.6190476190476,416.1904761904762
346.1904761904762,413.9047619047619,22.857142857142858,347.85714285714283,416.57142857142856
346.42857142857144,414.2857142857143,22.857142857142858,348.0952380952381,416.95238095238096
346.6666666666667,414.6666666666667,22.857142857142858,348.3333333333333,417.3333333333333
346.9047619047619,415.04761904761904,22.857142857142858,348.57142857142856,417.7142857142857
347.14285714285717,415.42857142857144,22.857142857142858,348.8095238095238,418.0952380952381
347.3809523809524,415.8095238095238,22.857142857142858,349.04761904761904,418.4761904761905
347.6190476190476,416.1904761904762,22.857142857142858,349.2857142857143,418.85714285714283
347.85714285714283,416.57142857142856,22.857142857142858,349.5238095238095,419.23809523809524
348.0952380952381,416.95238095238096,22.857142857142858,349.76190476190476,419.6190476190476
348.3333333333333,417.3333333333333,22.857142857142858,350.0,420.0
348.57142857142856,417.7142857142857,22.857142857142858,350.5357142857143,421.82142857142856
348.8095238095238,418.0952380952381,22.857142857142858,351.07142857142856,423.64285714285717
349.04761904761904,418.4761904761905,22.857142857142858,351.60714285714283,425.4642857142857
349.2857142857143,418.85714285714283,22.857142857142858,352.14285714285717,427.2857142857143
349.5238095238095,419.23809523809524,22.857142857142858,352.67857142857144,429.10714285714283
349.76190476190476,419.6190476190476,22.857142857142858,353.2142857142857,430.92857142857144
350.0,420.0,22.857142857142858,353.75,432.75
350.5357142857143,421.82142857142856,22.857142857142858,354.2857142857143,434.57142857142856
351.07142857142856,423.64285714285717,22.857142857142858,354.82142857142856,436.39285714285717
351.60714285714283,425.4642857142857,22.857142857142858,355.35714285714283,438.2142857142857
352.14285714285717,427.2857142857143,22.857142857142858,355.89285714285717,440.0357142857143
352.67857142857144,429.10714285714283,22.857142857142858,356.42857142857144,441.85714285714283
353.2142857142857,430.92857142857144,22.857142857142858,356.9642857142857,443.67857142857144
353.75,432.75,22.857142857142858,357.5,445.5
354.2857142857143,434.57142857142856,22.857142857142858,358.3720930232558,448.27906976744185
354.82142857142856,436.39285714285717,22.857142857142858,359.24418604651163,451.0581395348837
355.35714285714283,438.2142857142857,22.857142857142858,360.1162790697674,453.83720930232556
355.89285714285717,440.0357142857143,22.857142857142858,360.98837209302326,456.6162790697674
356.42857142857144,441.85714285714283,22.857142857142858,361.86046511627904,459.3953488372093
356.9642857142857,443.67857142857144,22.857142857142858,362.7325581395349,462.1744186046512
357.5,445.5,22.857142857142858,363.6046511627907,464.95348837209303
358.3720930232558,448.27906976744185,23.02325581395349,364.4767441860465,467.7325581395349
359.24418604651163,451.0581395348837,23.18936877076412,365.3488372093023,470.51162790697674
360.1162790697674,453.83720930232556,23.35548172757475,366.22093023255815,473.2906976744186
360.98837209302326,456.6162790697674,23.521594684385384,367.09302325581393,476.06976744186045
361.86046511627904,459.3953488372093,23.687707641196013,367.9651162790698,478.8488372093023
362.7325581395349,462.1744186046512,23.853820598006646,368.83720930232556,481.62790697674416
363.6046511627907,464.95348837209303,24.019933554817275,369.7093023255814,484.40697674418607
364.4767441860465,467.7325581395349,24.186046511627907,370.5813953488372,487.1860465116279
365.3488372093023,470.51162790697674,24.35215946843854,371.45348837209303,489.9651162790698
366.22093023255815,473.2906976744186,24.51827242524917,372.3255813953488,492.74418604651163
367.09302325581393,476.06976744186045,24.6843853820598,373.19767441860466,495.5232558139535
367.9651162790698,478.8488372093023,24.85049833887043,374.06976744186045,498.30232558139534
368.83720930232556,481.62790697674416,25.016611295681063,374.9418604651163,501.0813953488372
369.7093023255814,484.40697674418607,25.182724252491695,375.8139534883721,503.8604651162791
370.5813953488372,487.1860465116279,25.348837209302324,376.6860465116279,506.63953488372096
371.45348837209303,489.9651162790698,25.514950166112957,377.5581395348837,509.4186046511628
372.3255813953488,492.74418604651163,25.68106312292359,378.43023255813955,512.1976744186046
373.19767441860466,495.5232558139535,25.84717607973422,379.30232558139534,514.9767441860465
374.06976744186045,498.30232558139534,26.01328903654485,380.1744186046512,517.7558139534883
374.9418604651163,501.0813953488372,26.179401993355484,381.04651162790697,520.5348837209302
375.8139534883721,503.8604651162791,26.345514950166113,381.9186046511628,523.3139534883721
376.6860465116279,506.63953488372096,26.511627906976745,382.7906976744186,526.0930232558139
377.5581395348837,509.4186046511628,26.677740863787374,383.66279069767444,528.8720930232558
378.43023255813955,512.1976744186046,26.843853820598007,384.5348837209302,531.6511627906976
379.30232558139534,514.9767441860465,27.009966777408636,385.40697674418607,534.4302325581396
380.1744186046512,517.7558139534883,27.176079734219268,386.27906976744185,537.2093023255813
381.04651162790697,520.5348837209302,27.3421926910299,387.1511627906977,539.9883720930233
381.9186046511628,523.3139534883721,27.50830564784053,388.0232558139535,542.7674418604652
382.7906976744186,526.0930232558139,27.674418604651162,388.8953488372093,545.546511627907
383.66279069767444,528.8720930232558,27.840531561461795,389.7674418604651,548.3255813953489
384.5348837209302,531.6511627906976,28.006644518272424,390.6395348837209,551.1046511627907
385.40697674418607,534.4302325581396,28.172757475083056,391.51162790697674,553.8837209302326
386.27906976744185,537.2093023255813,28.33887043189369,392.3837209302326,556.6627906976744
387.1511627906977,539.9883720930233,28.504983388704318,393.25581395348837,559.4418604651163
