No,양식장,날짜,라벨,라벨2(어장_수조_샘플번호_날짜_길이_무게_사이즈),체장(mm),체중(g),수조번호,사육미수,일일폐사량,사료정보,일일 사료 급이량(KG),투약일자,약품명,투여량(ML 또는 L),투여단위,투여방법,기타사항,검출 병원체
2885,HM,221012,HM101209,F03_U01_O2885_D2022-10-12_L310_W0275_S2,310,275,A7,3800 ,2,생사료(MP),110,,,,,,,00000021
2886,HM,221012,HM101210,F03_U01_O2886_D2022-10-12_L330_W0331_S2,330,331,A7,3800 ,2,생사료(MP),110,,,,,,,00000021
2887,HM,221012,HM101211,F03_U01_O2887_D2022-10-12_L285_W0231_S2,285,231,A7,3800 ,2,생사료(MP),110,,,,,,,00000008
2888,HM,221012,HM101212,F03_U01_O2888_D2022-10-12_L370_W0523_S3,370,523,A7,3800 ,2,생사료(MP),110,,,,,,,00000008
2889,HM,221012,HM101213,F03_U01_O2889_D2022-10-12_L340_W0401_S2,340,401,A7,3800 ,2,생사료(MP),110,,,,,,,00000021
2890,HM,221012,HM101214,F03_U01_O2890_D2022-10-12_L330_W0349_S2,330,349,A7,3800 ,2,생사료(MP),110,,,,,,,00000021
2891,HM,221012,HM101215,F03_U01_O2891_D2022-10-12_L345_W0405_S2,345,405,A7,3800 ,2,생사료(MP),110,,,,,,,00000021
2892,HM,221012,HM101216,F03_U01_O2892_D2022-10-12_L325_W0330_S2,325,330,A7,3800 ,2,생사료(MP),110,,,,,,,00000021
2893,HM,221012,HM101217,F03_U01_O2893_D2022-10-12_L345_W0372_S2,345,372,A7,3800 ,2,생사료(MP),110,,,,,,,00000021
2894,HM,221012,HM101218,F03_U01_O2894_D2022-10-12_L335_W0357_S2,335,357,A7,3800 ,2,생사료(MP),110,,,,,,,00000021
2895,HM,221012,HM101219,F03_U01_O2895_D2022-10-12_L285_W0225_S2,285,225,A7,3800 ,2,생사료(MP),110,,,,,,,00000021
2896,HM,221012,HM101220,F03_U01_O2896_D2022-10-12_L315_W0292_S2,315,292,A7,3800 ,2,생사료(MP),110,,,,,,,00000021
2897,HM,221012,HM101221,F03_U01_O2897_D2022-10-12_L330_W0395_S2,330,395,A7,3800 ,2,생사료(MP),110,,,,,,,00000021
2898,HM,221012,HM101222,F03_U01_O2898_D2022-10-12_L280_W0222_S2,280,222,A7,3800 ,2,생사료(MP),110,,,,,,,00000021
2899,OS,221012,OS101201,F01_U01_O2899_D2022-10-12_L290_W0215_S2,290,215,B2,3300 ,1,생사료(MP),80,,,,,,,00000006
2900,OS,221012,OS101202,F01_U01_O2900_D2022-10-12_L315_W0214_S2,315,214,B2,3300 ,1,생사료(MP),80,,,,,,,00000006
2901,OS,221012,OS101203,F01_U01_O2901_D2022-10-12_L345_W0375_S2,345,375,B3,3500 ,2,생사료(MP),100,,,,,,,00000006
2902,OS,221012,OS101204,F01_U01_O2902_D2022-10-12_L335_W0388_S2,335,388,B3,3500 ,2,생사료(MP),100,,,,,,,00000006
2903,OS,221012,OS101205,F01_U01_O2903_D2022-10-12_L360_W0417_S2,360,417,B3,3500 ,2,생사료(MP),100,,,,,,,00000006
2904,OS,221012,OS101206,F01_U01_O2904_D2022-10-12_L350_W0302_S2,350,302,B3,3500 ,2,생사료(MP),100,,,,,,,00000006
2905,OS,221012,OS101207,F01_U01_O2905_D2022-10-12_L350_W0378_S2,350,378,B4,3500 ,4,생사료(MP),90,,,,,,,00000611
2906,OS,221012,OS101208,F01_U01_O2906_D2022-10-12_L370_W0502_S3,370,502,B4,3500 ,4,생사료(MP),90,,,,,,,00000006
2907,OS,221012,OS101209,F01_U01_O2907_D2022-10-12_L330_W0204_S2,330,204,B4,3500 ,4,생사료(MP),90,,,,,,,00000006
2908,OS,221012,OS101210,F01_U01_O2908_D2022-10-12_L330_W0281_S2,330,281,E1,3500 ,4,생사료(MP),100,,,,,,,00000006
2909,OS,221012,OS101211,F01_U01_O2909_D2022-10-12_L365_W0422_S2,365,422,E1,3500 ,4,생사료(MP),100,,,,,,,00061117
2910,OS,221012,OS101212,F01_U01_O2910_D2022-10-12_L340_W0406_S2,340,406,E1,3500 ,4,생사료(MP),100,,,,,,,00000006
2911,OS,221012,OS101213,F01_U01_O2911_D2022-10-12_L335_W0303_S2,335,303,E2,3500 ,3,생사료(MP),100,,,,,,,00000006
2912,OS,221012,OS101214,F01_U01_O2912_D2022-10-12_L380_W0559_S3,380,559,E2,3500 ,3,생사료(MP),100,,,,,,,00000611
2913,OS,221012,OS101215,F01_U01_O2913_D2022-10-12_L345_W0343_S2,345,343,E2,3500 ,3,생사료(MP),100,,,,,,,00000006
2914,OS,221012,OS101216,F01_U01_O2914_D2022-10-12_L330_W0298_S2,330,298,E3,3500 ,2,생사료(MP),100,,,,,,,00000006
2915,OS,221012,OS101217,F01_U01_O2915_D2022-10-12_L400_W0454_S2,400,454,E3,3500 ,2,생사료(MP),100,,,,,,,00000006
2916,OS,221012,OS101218,F01_U01_O2916_D2022-10-12_L410_W0555_S3,410,555,E3,3500 ,2,생사료(MP),100,,,,,,,00000619
2917,IC,221012,IC101201,F02_U01_O2917_D2022-10-12_L365_W0521_S3,365,521,신설동1,900 ,0,생사료(MP),40,,,,,,,00000017
2918,IC,221012,IC101202,F02_U01_O2918_D2022-10-12_L380_W0796_S3,380,796,신설동1,900 ,0,생사료(MP),40,,,,,,,00000021
2919,IC,221012,IC101203,F02_U01_O2919_D2022-10-12_L350_W0361_S2,350,361,신설동1,900 ,0,생사료(MP),40,,,,,,,00000006
2920,IC,221012,IC101204,F02_U01_O2920_D2022-10-12_L390_W0624_S3,390,624,신설동1,900 ,0,생사료(MP),40,,,,,,,00000021
2921,IC,221012,IC101205,F02_U01_O2921_D2022-10-12_L335_W0266_S2,335,266,신설동1,900 ,0,생사료(MP),40,,,,,,,00000021
2922,IC,221012,IC101206,F02_U01_O2922_D2022-10-12_L360_W0467_S2,360,467,신설동1,900 ,0,생사료(MP),40,,,,,,,00000017
2923,IC,221012,IC101207,F02_U01_O2923_D2022-10-12_L350_W0386_S2,350,386,신설동1,900 ,0,생사료(MP),40,,,,,,,00000006
2924,IC,221012,IC101208,F02_U01_O2924_D2022-10-12_L400_W0647_S3,400,647,신설동1,900 ,0,생사료(MP),40,,,,,,,00000006
2925,IC,221012,IC101209,F02_U01_O2925_D2022-10-12_L400_W0595_S3,400,595,신설동1,900 ,0,생사료(MP),40,,,,,,,00000006
2926,IC,221012,IC101210,F02_U01_O2926_D2022-10-12_L315_W0474_S2,315,474,신설동1,900 ,0,생사료(MP),40,,,,,,,00000017
2927,HM,221013,HM101301,F03_U01_O2927_D2022-10-13_L350_W0346_S2,350,346,A8,3700 ,0,생사료(MP),110,,,,,,,00000021
2928,HM,221013,HM101302,F03_U01_O2928_D2022-10-13_L370_W0513_S3,370,513,A8,3700 ,0,생사료(MP),110,,,,,,,00000108
2929,HM,221013,HM101303,F03_U01_O2929_D2022-10-13_L330_W0354_S2,330,354,A8,3700 ,0,생사료(MP),110,,,,,,,00000117
2930,HM,221013,HM101304,F03_U01_O2930_D2022-10-13_L340_W0431_S2,340,431,A8,3700 ,0,생사료(MP),110,,,,,,,00000021
2931,HM,221013,HM101305,F03_U01_O2931_D2022-10-13_L310_W0311_S2,310,311,A8,3700 ,0,생사료(MP),110,,,,,,,00000021
2932,HM,221013,HM101306,F03_U01_O2932_D2022-10-13_L380_W0541_S3,380,541,A8,3700 ,0,생사료(MP),110,,,,,,,00000021
2933,HM,221013,HM101307,F03_U01_O2933_D2022-10-13_L340_W0343_S2,340,343,A8,3700 ,0,생사료(MP),110,,,,,,,00000021
2934,HM,221013,HM101308,F03_U01_O2934_D2022-10-13_L355_W0418_S2,355,418,A8,3700 ,0,생사료(MP),110,,,,,,,00000021
2935,HM,221013,HM101309,F03_U01_O2935_D2022-10-13_L330_W0377_S2,330,377,A8,3700 ,0,생사료(MP),110,,,,,,,00000021
2936,HM,221013,HM101310,F03_U01_O2936_D2022-10-13_L305_W0308_S2,305,308,A8,3700 ,0,생사료(MP),110,,,,,,,00000017
2937,HM,221013,HM101311,F03_U01_O2937_D2022-10-13_L345_W0378_S2,345,378,A8,3700 ,0,생사료(MP),110,,,,,,,00000017
2938,HM,221013,HM101312,F03_U01_O2938_D2022-10-13_L345_W0409_S2,345,409,A8,3700 ,0,생사료(MP),110,,,,,,,00000021
2939,HM,221013,HM101313,F03_U01_O2939_D2022-10-13_L315_W0324_S2,315,324,A8,3700 ,0,생사료(MP),110,,,,,,,00000021
2940,HM,221013,HM101314,F03_U01_O2940_D2022-10-13_L325_W0480_S2,325,480,A8,3700 ,0,생사료(MP),110,,,,,,,00000021
2941,HM,221013,HM101315,F03_U01_O2941_D2022-10-13_L320_W0320_S2,320,320,A8,3700 ,0,생사료(MP),110,,,,,,,00000021
2942,HM,221013,HM101316,F03_U01_O2942_D2022-10-13_L350_W0407_S2,350,407,A8,3700 ,0,생사료(MP),110,,,,,,,00000217
2943,HM,221013,HM101317,F03_U01_O2943_D2022-10-13_L305_W0280_S2,305,280,A8,3700 ,0,생사료(MP),110,,,,,,,00000021
2944,HM,221013,HM101318,F03_U01_O2944_D2022-10-13_L315_W0336_S2,315,336,A8,3700 ,0,생사료(MP),110,,,,,,,00000001
2945,HM,221013,HM101319,F03_U01_O2945_D2022-10-13_L300_W0284_S2,300,284,A8,3700 ,0,생사료(MP),110,,,,,,,00000021
2946,HM,221013,HM101320,F03_U01_O2946_D2022-10-13_L320_W0334_S2,320,334,A8,3700 ,0,생사료(MP),110,,,,,,,00000117
2947,HM,221013,HM101321,F03_U01_O2947_D2022-10-13_L335_W0348_S2,335,348,A8,3700 ,0,생사료(MP),110,,,,,,,00000017
2948,HM,221013,HM101322,F03_U01_O2948_D2022-10-13_L360_W0453_S2,360,453,A8,3700 ,0,생사료(MP),110,,,,,,,00000102
2949,HM,221013,HM101323,F03_U01_O2949_D2022-10-13_L350_W0460_S2,350,460,A8,3700 ,0,생사료(MP),110,,,,,,,00000001
2950,TP,221013,TP101301,F04_U01_O2950_D2022-10-13_L370_W0415_S2,370,415,C3,3200 ,10,,,2022-10-13,아목사실린,0.1,ml/kg,근육주사,,00000607
2951,TP,221013,TP101302,F04_U01_O2951_D2022-10-13_L330_W0294_S2,330,294,C3,3200 ,10,,,2022-10-13,아목사실린,0.1,ml/kg,근육주사,,00000607
2952,TP,221013,TP101303,F04_U01_O2952_D2022-10-13_L360_W0378_S2,360,378,C3,3200 ,10,,,2022-10-13,아목사실린,0.1,ml/kg,근육주사,,00000607
2953,TP,221013,TP101304,F04_U01_O2953_D2022-10-13_L350_W0388_S2,350,388,C4,3000 ,8,,,2022-10-13,아목사실린,0.1,ml/kg,근육주사,,00000607
2954,TP,221013,TP101305,F04_U01_O2954_D2022-10-13_L340_W0331_S2,340,331,C4,3000 ,8,,,2022-10-13,아목사실린,0.1,ml/kg,근육주사,,00000007
2955,TP,221013,TP101306,F04_U01_O2955_D2022-10-13_L335_W0305_S2,335,305,C4,3000 ,8,,,2022-10-13,아목사실린,0.1,ml/kg,근육주사,,00060718
2956,TP,221013,TP101307,F04_U01_O2956_D2022-10-13_L385_W0426_S2,385,426,C5,3200 ,6,,,2022-10-13,아목사실린,0.1,ml/kg,근육주사,,00000007
2957,TP,221013,TP101308,F04_U01_O2957_D2022-10-13_L380_W0575_S3,380,575,C5,3200 ,6,,,2022-10-13,아목사실린,0.1,ml/kg,근육주사,,00000021
2958,TP,221013,TP101309,F04_U01_O2958_D2022-10-13_L350_W0463_S2,350,463,C5,3200 ,6,,,2022-10-13,아목사실린,0.1,ml/kg,근육주사,,00000021
2959,TP,221013,TP101310,F04_U01_O2959_D2022-10-13_L345_W0339_S2,345,339,F1,3500 ,4,,,2022-10-13,아목사실린,0.1,ml/kg,근육주사,,00000021
2960,TP,221013,TP101311,F04_U01_O2960_D2022-10-13_L400_W0560_S3,400,560,F1,3500 ,4,,,2022-10-13,아목사실린,0.1,ml/kg,근육주사,,00000021
2961,TP,221013,TP101312,F04_U01_O2961_D2022-10-13_L315_W0250_S2,315,250,F1,3500 ,4,,,2022-10-13,아목사실린,0.1,ml/kg,근육주사,,00000021
2962,TP,221013,TP101313,F04_U01_O2962_D2022-10-13_L330_W0240_S2,330,240,F2,3200 ,5,,,2022-10-13,아목사실린,0.1,ml/kg,근육주사,,00000021
2963,TP,221013,TP101314,F04_U01_O2963_D2022-10-13_L365_W0403_S2,365,403,F2,3200 ,5,,,2022-10-13,아목사실린,0.1,ml/kg,근육주사,,00000006
2964,TP,221013,TP101315,F04_U01_O2964_D2022-10-13_L350_W0374_S2,350,374,F2,3200 ,5,,,2022-10-13,아목사실린,0.1,ml/kg,근육주사,,00000006
2965,TP,221013,TP101316,F04_U01_O2965_D2022-10-13_L350_W0404_S2,350,404,F3,3200 ,9,,,2022-10-13,아목사실린,0.1,ml/kg,근육주사,,00000006
2966,TP,221013,TP101317,F04_U01_O2966_D2022-10-13_L340_W0323_S2,340,323,F3,3200 ,9,,,2022-10-13,아목사실린,0.1,ml/kg,근육주사,,00000006
2967,TP,221013,TP101318,F04_U01_O2967_D2022-10-13_L340_W0357_S2,340,357,F3,3200 ,9,,,2022-10-13,아목사실린,0.1,ml/kg,근육주사,,00000021
2968,IC,221013,IC101301,F02_U01_O2968_D2022-10-13_L355_W0420_S2,355,420,신설동2,1500 ,2,생사료(MP),50,,,,,,,00000021
2969,IC,221013,IC101302,F02_U01_O2969_D2022-10-13_L385_W0550_S3,385,550,신설동2,1500 ,2,생사료(MP),50,,,,,,,00000021
2970,IC,221013,IC101303,F02_U01_O2970_D2022-10-13_L400_W0601_S3,400,601,신설동2,1500 ,2,생사료(MP),50,,,,,,,00001317
2971,IC,221013,IC101304,F02_U01_O2971_D2022-10-13_L390_W0606_S3,390,606,신설동2,1500 ,2,생사료(MP),50,,,,,,,00000006
2972,IC,221013,IC101305,F02_U01_O2972_D2022-10-13_L450_W0789_S3,450,789,신설동2,1500 ,2,생사료(MP),50,,,,,,,00000006
2973,IC,221013,IC101306,F02_U01_O2973_D2022-10-13_L400_W0683_S3,400,683,신설동2,1500 ,2,생사료(MP),50,,,,,,,00000021
2974,IC,221013,IC101307,F02_U01_O2974_D2022-10-13_L440_W0906_S3,440,906,신설동2,1500 ,2,생사료(MP),50,,,,,,,00000006
2975,IC,221013,IC101308,F02_U01_O2975_D2022-10-13_L430_W0724_S3,430,724,신설동2,1500 ,2,생사료(MP),50,,,,,,,00000613
2976,IC,221013,IC101309,F02_U01_O2976_D2022-10-13_L465_W0989_S3,465,989,신설동2,1500 ,2,생사료(MP),50,,,,,,,00000006
2977,HM,221014,HM101401,F03_U01_O2977_D2022-10-14_L330_W0344_S2,330,344,A9,3600 ,5,생사료(MP),100,,,,,,,00000021
2978,HM,221014,HM101402,F03_U01_O2978_D2022-10-14_L340_W0395_S2,340,395,A9,3600 ,5,생사료(MP),100,,,,,,,00000021
2979,HM,221014,HM101403,F03_U01_O2979_D2022-10-14_L340_W0372_S2,340,372,A9,3600 ,5,생사료(MP),100,,,,,,,00000021
2980,HM,221014,HM101404,F03_U01_O2980_D2022-10-14_L340_W0436_S2,340,436,A9,3600 ,5,생사료(MP),100,,,,,,,00000021
2981,HM,221014,HM101405,F03_U01_O2981_D2022-10-14_L320_W0304_S2,320,304,A9,3600 ,5,생사료(MP),100,,,,,,,00000008
2982,HM,221014,HM101406,F03_U01_O2982_D2022-10-14_L325_W0383_S2,325,383,A9,3600 ,5,생사료(MP),100,,,,,,,00000017
2983,HM,221014,HM101407,F03_U01_O2983_D2022-10-14_L330_W0409_S2,330,409,A9,3600 ,5,생사료(MP),100,,,,,,,00000008
2984,HM,221014,HM101408,F03_U01_O2984_D2022-10-14_L325_W0338_S2,325,338,A9,3600 ,5,생사료(MP),100,,,,,,,00000021
2985,HM,221014,HM101409,F03_U01_O2985_D2022-10-14_L340_W0454_S2,340,454,A9,3600 ,5,생사료(MP),100,,,,,,,00000817
2986,HM,221014,HM101410,F03_U01_O2986_D2022-10-14_L370_W0526_S3,370,526,A9,3600 ,5,생사료(MP),100,,,,,,,00000021
2987,HM,221014,HM101411,F03_U01_O2987_D2022-10-14_L335_W0394_S2,335,394,A9,3600 ,5,생사료(MP),100,,,,,,,00000021
2988,HM,221014,HM101412,F03_U01_O2988_D2022-10-14_L340_W0402_S2,340,402,A9,3600 ,5,생사료(MP),100,,,,,,,00000017
2989,HM,221014,HM101413,F03_U01_O2989_D2022-10-14_L330_W0354_S2,330,354,A9,3600 ,5,생사료(MP),100,,,,,,,00000021
2990,HM,221014,HM101414,F03_U01_O2990_D2022-10-14_L380_W0395_S2,380,395,A9,3600 ,5,생사료(MP),100,,,,,,,00000017
2991,HM,221014,HM101415,F03_U01_O2991_D2022-10-14_L320_W0291_S2,320,291,A9,3600 ,5,생사료(MP),100,,,,,,,00000021
2992,HM,221014,HM101416,F03_U01_O2992_D2022-10-14_L340_W0427_S2,340,427,A9,3600 ,5,생사료(MP),100,,,,,,,00000021
2993,HM,221014,HM101417,F03_U01_O2993_D2022-10-14_L300_W0265_S2,300,265,A9,3600 ,5,생사료(MP),100,,,,,,,00000021
2994,HM,221014,HM101418,F03_U01_O2994_D2022-10-14_L330_W0406_S2,330,406,A9,3600 ,5,생사료(MP),100,,,,,,,00000021
2995,HM,221014,HM101419,F03_U01_O2995_D2022-10-14_L290_W0276_S2,290,276,A9,3600 ,5,생사료(MP),100,,,,,,,00000021
2996,HM,221014,HM101420,F03_U01_O2996_D2022-10-14_L300_W0281_S2,300,281,A9,3600 ,5,생사료(MP),100,,,,,,,00000021
2997,TP,221014,TP101401,F04_U01_O2997_D2022-10-14_L415_W0695_S3,415,695,C3,3200 ,1,생사료(MP),90,,,,,,,00000613
2998,TP,221014,TP101402,F04_U01_O2998_D2022-10-14_L395_W0591_S3,395,591,C3,3200 ,1,생사료(MP),90,,,,,,,00060713
2999,TP,221014,TP101403,F04_U01_O2999_D2022-10-14_L410_W0741_S3,410,741,C3,3200 ,1,생사료(MP),90,,,,,,,00000613
3000,TP,221014,TP101404,F04_U01_O3000_D2022-10-14_L415_W0633_S3,415,633,C4,3000 ,1,생사료(MP),100,,,,,,,00000021
3001,TP,221014,TP101405,F04_U01_O3001_D2022-10-14_L385_W0526_S3,385,526,C4,3000 ,1,생사료(MP),100,,,,,,,00000007
3002,TP,221014,TP101406,F04_U01_O3002_D2022-10-14_L400_W0478_S2,400,478,C4,3000 ,1,생사료(MP),100,,,,,,,00000007
3003,TP,221014,TP101407,F04_U01_O3003_D2022-10-14_L400_W0623_S3,400,623,C5,3200 ,5,생사료(MP),100,,,,,,,00000007
3004,TP,221014,TP101408,F04_U01_O3004_D2022-10-14_L400_W0502_S3,400,502,C5,3200 ,5,생사료(MP),100,,,,,,,00000007
3005,TP,221014,TP101409,F04_U01_O3005_D2022-10-14_L405_W0608_S3,405,608,C5,3200 ,5,생사료(MP),100,,,,,,,00000007
3006,TP,221014,TP101410,F04_U01_O3006_D2022-10-14_L405_W0588_S3,405,588,F1,3500 ,2,생사료(MP),100,,,,,,,00000006
3007,TP,221014,TP101411,F04_U01_O3007_D2022-10-14_L435_W0692_S3,435,692,F1,3500 ,2,생사료(MP),100,,,,,,,00000617
3008,TP,221014,TP101412,F04_U01_O3008_D2022-10-14_L435_W0915_S3,435,915,F1,3500 ,2,생사료(MP),100,,,,,,,00000006
3009,TP,221014,TP101413,F04_U01_O3009_D2022-10-14_L440_W0845_S3,440,845,F2,3200 ,0,생사료(MP),100,,,,,,,00000006
3010,TP,221014,TP101414,F04_U01_O3010_D2022-10-14_L440_W0926_S3,440,926,F2,3200 ,0,생사료(MP),100,,,,,,,00000006
3011,HJ,221014,HJ101401,F12_U01_O3011_D2022-10-14_L370_W0323_S2,370,323,F2,3200 ,0,생사료(MP),100,,,,,,,00000006
3012,HJ,221014,HJ101402,F12_U01_O3012_D2022-10-14_L390_W0488_S2,390,488,F3,3200 ,4,생사료(MP),100,,,,,,,00000006
3013,IC,221014,IC101401,F02_U01_O3013_D2022-10-14_L445_W0867_S3,445,867,신설동3,1700 ,5,생사료(MP),60,,,,,,,00000007
3014,IC,221014,IC101402,F02_U01_O3014_D2022-10-14_L455_W1142_S3,455,1142,신설동3,1700 ,5,생사료(MP),60,,,,,,,00000007
3015,IC,221014,IC101403,F02_U01_O3015_D2022-10-14_L460_W0836_S3,460,836,신설동3,1700 ,5,생사료(MP),60,,,,,,,00000007
3016,IC,221014,IC101404,F02_U01_O3016_D2022-10-14_L435_W0850_S3,435,850,신설동3,1700 ,5,생사료(MP),60,,,,,,,00000021
3017,IC,221014,IC101405,F02_U01_O3017_D2022-10-14_L450_W0797_S3,450,797,신설동3,1700 ,5,생사료(MP),60,,,,,,,00000613
3018,IC,221014,IC101406,F02_U01_O3018_D2022-10-14_L450_W0807_S3,450,807,신설동3,1700 ,5,생사료(MP),60,,,,,,,00000613
3019,IC,221014,IC101407,F02_U01_O3019_D2022-10-14_L405_W0477_S2,405,477,신설동3,1700 ,5,생사료(MP),60,,,,,,,00000006
3020,IC,221014,IC101408,F02_U01_O3020_D2022-10-14_L410_W0643_S3,410,643,신설동3,1700 ,5,생사료(MP),60,,,,,,,00000006
3021,SD,221014,SD101401,F13_U01_O3021_D2022-10-14_L480_W0989_S3,480,989,A2,2000 ,,생사료(MP),100,,,,,,,00000618
3022,SD,221014,SD101402,F13_U01_O3022_D2022-10-14_L450_W1046_S3,450,1046,A2,2000 ,,생사료(MP),100,,,,,,,00000006
3023,HM,221017,HM101701,F03_U01_O3023_D2022-10-17_L310_W0264_S2,310,264,A11,1200 ,0,생사료(MP),30,,,,,,,00000021
3024,HM,221017,HM101702,F03_U01_O3024_D2022-10-17_L360_W0424_S2,360,424,A11,1200 ,0,생사료(MP),30,,,,,,,00000021
3025,HM,221017,HM101703,F03_U01_O3025_D2022-10-17_L320_W0321_S2,320,321,A11,1200 ,0,생사료(MP),30,,,,,,,00000021
3026,HM,221017,HM101704,F03_U01_O3026_D2022-10-17_L350_W0459_S2,350,459,A11,1200 ,0,생사료(MP),30,,,,,,,00000021
3027,HM,221017,HM101705,F03_U01_O3027_D2022-10-17_L340_W0431_S2,340,431,A11,1200 ,0,생사료(MP),30,,,,,,,00000021
3028,HM,221017,HM101706,F03_U01_O3028_D2022-10-17_L335_W0381_S2,335,381,A11,1200 ,0,생사료(MP),30,,,,,,,00000021
3029,HM,221017,HM101707,F03_U01_O3029_D2022-10-17_L355_W0449_S2,355,449,A11,1200 ,0,생사료(MP),30,,,,,,,00000021
3030,HM,221017,HM101708,F03_U01_O3030_D2022-10-17_L320_W0322_S2,320,322,A11,1200 ,0,생사료(MP),30,,,,,,,00000021
3031,HM,221017,HM101709,F03_U01_O3031_D2022-10-17_L280_W0211_S2,280,211,A11,1200 ,0,생사료(MP),30,,,,,,,00000021
3032,HM,221017,HM101710,F03_U01_O3032_D2022-10-17_L310_W0333_S2,310,333,A11,1200 ,0,생사료(MP),30,,,,,,,00000001
3033,HM,221017,HM101711,F03_U01_O3033_D2022-10-17_L320_W0346_S2,320,346,A11,1200 ,0,생사료(MP),30,,,,,,,00000021
3034,HM,221017,HM101712,F03_U01_O3034_D2022-10-17_L310_W0285_S2,310,285,A11,1200 ,0,생사료(MP),30,,,,,,,00000007
3035,HM,221017,HM101713,F03_U01_O3035_D2022-10-17_L310_W0303_S2,310,303,A11,1200 ,0,생사료(MP),30,,,,,,,00000021
3036,HM,221017,HM101714,F03_U01_O3036_D2022-10-17_L305_W0286_S2,305,286,A11,1200 ,0,생사료(MP),30,,,,,,,00000021
3037,HM,221017,HM101715,F03_U01_O3037_D2022-10-17_L320_W0343_S2,320,343,A11,1200 ,0,생사료(MP),30,,,,,,,00000021
3038,HM,221017,HM101716,F03_U01_O3038_D2022-10-17_L365_W0443_S2,365,443,A11,1200 ,0,생사료(MP),30,,,,,,,00000021
3039,HM,221017,HM101717,F03_U01_O3039_D2022-10-17_L340_W0390_S2,340,390,A11,1200 ,0,생사료(MP),30,,,,,,,00000021
3040,HM,221017,HM101718,F03_U01_O3040_D2022-10-17_L340_W0421_S2,340,421,A11,1200 ,0,생사료(MP),30,,,,,,,00000021
3041,HM,221017,HM101719,F03_U01_O3041_D2022-10-17_L260_W0194_S1,260,194,A11,1200 ,0,생사료(MP),30,,,,,,,00000021
3042,HM,221017,HM101720,F03_U01_O3042_D2022-10-17_L340_W0419_S2,340,419,A11,1200 ,0,생사료(MP),30,,,,,,,00000017
3043,HM,221017,HM101721,F03_U01_O3043_D2022-10-17_L290_W0209_S2,290,209,A11,1200 ,0,생사료(MP),30,,,,,,,00000017
3044,OS,221017,OS101701,F01_U01_O3044_D2022-10-17_L355_W0383_S2,355,383,B2,3300 ,6,,,2022-10-17,포르말린,200,ppm,침지,,00000021
3045,OS,221017,OS101702,F01_U01_O3045_D2022-10-17_L370_W0346_S2,370,346,B2,3300 ,6,,,2022-10-17,포르말린,200,ppm,침지,,00000021
3046,OS,221017,OS101703,F01_U01_O3046_D2022-10-17_L330_W0246_S2,330,246,B3,3500 ,7,,,2022-10-17,포르말린,200,ppm,침지,,00000021
3047,OS,221017,OS101704,F01_U01_O3047_D2022-10-17_L420_W0661_S3,420,661,B3,3500 ,7,,,2022-10-17,포르말린,200,ppm,침지,,00000618
3048,OS,221017,OS101705,F01_U01_O3048_D2022-10-17_L335_W0339_S2,335,339,B3,3500 ,7,,,2022-10-17,포르말린,200,ppm,침지,,00000006
3049,OS,221017,OS101706,F01_U01_O3049_D2022-10-17_L375_W0428_S2,375,428,B3,3500 ,7,,,2022-10-17,포르말린,200,ppm,침지,,00000006
3050,OS,221017,OS101707,F01_U01_O3050_D2022-10-17_L340_W0285_S2,340,285,B4,3500 ,3,,,2022-10-17,포르말린,200,ppm,침지,,00000006
3051,OS,221017,OS101708,F01_U01_O3051_D2022-10-17_L335_W0290_S2,335,290,B4,3500 ,3,,,2022-10-17,포르말린,200,ppm,침지,,00000006
3052,OS,221017,OS101709,F01_U01_O3052_D2022-10-17_L335_W0327_S2,335,327,B4,3500 ,3,,,2022-10-17,포르말린,200,ppm,침지,,00000618
3053,OS,221017,OS101710,F01_U01_O3053_D2022-10-17_L400_W0572_S3,400,572,E1,3500 ,4,,,2022-10-17,포르말린,200,ppm,침지,,00000006
3054,OS,221017,OS101711,F01_U01_O3054_D2022-10-17_L365_W0407_S2,365,407,E1,3500 ,4,,,2022-10-17,포르말린,200,ppm,침지,,00000006
3055,OS,221017,OS101712,F01_U01_O3055_D2022-10-17_L360_W0366_S2,360,366,E1,3500 ,4,,,2022-10-17,포르말린,200,ppm,침지,,00000006
3056,OS,221017,OS101713,F01_U01_O3056_D2022-10-17_L400_W0544_S3,400,544,E2,3500 ,7,,,2022-10-17,포르말린,200,ppm,침지,,00000613
3057,OS,221017,OS101714,F01_U01_O3057_D2022-10-17_L380_W0488_S2,380,488,E2,3500 ,7,,,2022-10-17,포르말린,200,ppm,침지,,00000006
3058,OS,221017,OS101715,F01_U01_O3058_D2022-10-17_L370_W0412_S2,370,412,E2,3500 ,7,,,2022-10-17,포르말린,200,ppm,침지,,00000006
3059,OS,221017,OS101716,F01_U01_O3059_D2022-10-17_L380_W0499_S2,380,499,E3,3500 ,5,,,2022-10-17,포르말린,200,ppm,침지,,00000021
3060,OS,221017,OS101717,F01_U01_O3060_D2022-10-17_L360_W0405_S2,360,405,E3,3500 ,5,,,2022-10-17,포르말린,200,ppm,침지,,00000021
3061,OS,221017,OS101718,F01_U01_O3061_D2022-10-17_L350_W0223_S2,350,223,E3,3500 ,5,,,2022-10-17,포르말린,200,ppm,침지,,00000006
3062,IC,221017,IC101701,F02_U01_O3062_D2022-10-17_L420_W0740_S3,420,740,신설동4,1900 ,2,생사료(MP),60,,,,,,,00000006
